Comparison (group1/group2),Group,ProteinGroups,AVG Log2 Ratio,Absolute AVG Log2 Ratio,Pvalue,Qvalue,# of Ratios,UniProtIds,Genes,ProteinDescriptions,ProteinNames,# Unique Total Peptides,% Change,Ratio,Condition Numerator,GO Cellular Component,GO Molecular Function,GO Biological Process,Kinase Classification
XO44 / control,Q9Y223,Q9Y223,8.46028348051105,8.46028348051105,1.54979963380236E-05,8.48112298410294E-07,12,Q9Y223,GNE,Bifunctional UDP-N-acetylglucosamine 2-epimerase/N-acetylmannosamine kinase,GLCNE_HUMAN,26,35120.7905285344,352.207905285344,XO44,"cytoplasm,cytosol","hydrolase activity, hydrolyzing O-glycosyl compounds,protein binding,ATP binding,UDP-N-acetylglucosamine 2-epimerase activity,N-acylmannosamine kinase activity,metal ion binding","N-acetylglucosamine biosynthetic process,UDP-N-acetylglucosamine metabolic process,N-acetylneuraminate metabolic process,cell adhesion,carbohydrate phosphorylation",
XO44 / control,P54619,P54619,8.44738586894787,8.44738586894787,1.07368838607772E-06,1.25391074996666E-07,12,P54619,PRKAG1,5'-AMP-activated protein kinase subunit gamma-1,AAKG1_HUMAN,16,34807.3219489866,349.073219489866,XO44,"nucleoplasm,cytosol,membrane,nucleotide-activated protein kinase complex,extracellular exosome","protein kinase activity,cAMP-dependent protein kinase activity,protein binding,ATP binding,cAMP-dependent protein kinase regulator activity,AMP binding,protein kinase binding,ADP binding,AMP-activated protein kinase activity","regulation of glycolytic process,protein phosphorylation,fatty acid biosynthetic process,cell cycle arrest,signal transduction,spermatogenesis,positive regulation of gene expression,macroautophagy,regulation of macroautophagy,positive regulation of protein kinase activity,nuclear import,regulation of signal transduction by p53 class mediator",
XO44 / control,Q93100,Q93100,8.44198173288398,8.44198173288398,6.67542798795721E-06,4.96848504290384E-07,12,Q93100,PHKB,Phosphorylase b kinase regulatory subunit beta,KPBB_HUMAN,34,34676.8085446721,347.768085446721,XO44,"cytosol,plasma membrane,phosphorylase kinase complex","protein binding,calmodulin binding,phosphorylase kinase activity","glycogen metabolic process,glycogen catabolic process,generation of precursor metabolites and energy,protein phosphorylation",
XO44 / control,Q16822,Q16822,8.43132712216544,8.43132712216544,5.56184445241768E-06,4.43156401400298E-07,12,Q16822,PCK2,"Phosphoenolpyruvate carboxykinase [GTP], mitochondrial",PCKGM_HUMAN,24,34420.9204500407,345.209204500407,XO44,"mitochondrion,mitochondrial matrix,extracellular exosome,cytosol","phosphoenolpyruvate carboxykinase activity,phosphoenolpyruvate carboxykinase (GTP) activity,protein binding,GTP binding,metal ion binding,manganese ion binding","pyruvate metabolic process,gluconeogenesis,oxaloacetate metabolic process,NADH oxidation,positive regulation of insulin secretion,response to lipopolysaccharide,cellular response to glucose stimulus,cellular response to tumor necrosis factor,response to dexamethasone,cellular response to insulin stimulus,cellular response to dexamethasone stimulus,response to lipid,propionate catabolic process,nitrogen compound metabolic process,response to starvation,glycerol biosynthetic process from pyruvate,hepatocyte differentiation",
XO44 / control,P14618,P14618,8.41457800245749,8.41457800245749,4.54850235528434E-06,3.88113624488362E-07,12,P14618,PKM,Pyruvate kinase PKM,KPYM_HUMAN,53,34022.4636344047,341.224636344047,XO44,"extracellular region,nucleus,cytoplasm,mitochondrion,cytosol,cilium,extracellular matrix,vesicle,secretory granule lumen,myelin sheath,extracellular exosome,pyruvate kinase complex,extracellular vesicle,ficolin-1-rich granule lumen","magnesium ion binding,RNA binding,pyruvate kinase activity,protein binding,ATP binding,kinase activity,MHC class II protein complex binding,potassium ion binding,identical protein binding,ADP binding,cadherin binding,thyroid hormone binding","response to hypoxia,liver development,ATP biosynthetic process,response to nutrient,response to gravity,programmed cell death,response to muscle inactivity,animal organ regeneration,cellular response to insulin stimulus,pyruvate biosynthetic process,neutrophil degranulation,skeletal muscle tissue regeneration,protein homotetramerization,canonical glycolysis,glycolytic process",
XO44 / control,Q9NYJ8,Q9NYJ8,8.40625858424167,8.40625858424167,8.71485542538882E-06,5.86518047331167E-07,10,Q9NYJ8,TAB2,TGF-beta-activated kinase 1 and MAP3K7-binding protein 2,TAB2_HUMAN,7,33826.2599303839,339.262599303839,XO44,"nucleoplasm,cytosol,plasma membrane,endosome membrane","protein binding,metal ion binding,K63-linked polyubiquitin binding","activation of MAPK activity,stimulatory C-type lectin receptor signaling pathway,MyD88-dependent toll-like receptor signaling pathway,I-kappaB kinase/NF-kappaB signaling,JNK cascade,heart development,negative regulation of autophagy,Fc-epsilon receptor signaling pathway,positive regulation of I-kappaB kinase/NF-kappaB signaling,positive regulation of protein kinase activity,T cell receptor signaling pathway,positive regulation of NF-kappaB transcription factor activity,nucleotide-binding oligomerization domain containing signaling pathway,interleukin-1-mediated signaling pathway",
XO44 / control,P48426,P48426,8.40303453560959,8.40303453560959,2.78994412525219E-06,2.74029419557624E-07,12,P48426,PIP4K2A,Phosphatidylinositol 5-phosphate 4-kinase type-2 alpha,PI42A_HUMAN,7,33750.5282047106,338.505282047106,XO44,"nucleoplasm,autophagosome,cytosol,plasma membrane","protein binding,ATP binding,1-phosphatidylinositol-4-phosphate 5-kinase activity,1-phosphatidylinositol-5-phosphate 4-kinase activity,1-phosphatidylinositol-3-phosphate 4-kinase activity","phospholipid metabolic process,phosphatidylinositol biosynthetic process,regulation of autophagy,regulation of phosphatidylinositol 3-kinase signaling,megakaryocyte development,phosphatidylinositol phosphorylation,positive regulation of autophagosome assembly",
XO44 / control,Q9UNF0,Q9UNF0,8.37910860856357,8.37910860856357,4.94166074840504E-05,1.97295262407116E-06,12,Q9UNF0,PACSIN2,Protein kinase C and casein kinase substrate in neurons protein 2,PACN2_HUMAN,17,33193.7740698646,332.937740698646,XO44,"cytoplasm,early endosome,cytosol,cytoskeleton,plasma membrane,caveola,cell-cell junction,focal adhesion,nuclear speck,extrinsic component of membrane,cytoplasmic vesicle membrane,ruffle membrane,intracellular membrane-bounded organelle,recycling endosome membrane,extracellular exosome,membrane,endosome","transporter activity,protein binding,cytoskeletal protein binding,identical protein binding,cadherin binding,phosphatidic acid binding,phospholipid binding","actin cytoskeleton organization,regulation of endocytosis,protein localization to endosome,negative regulation of endocytosis,cell projection morphogenesis,membrane organization,caveola assembly,caveolin-mediated endocytosis,membrane tubulation,cytoskeleton organization,cytokinesis",
XO44 / control,Q6PFW1,Q6PFW1,8.33687144585187,8.33687144585187,6.13591073901545E-05,2.3442576971478E-06,12,Q6PFW1,PPIP5K1,Inositol hexakisphosphate and diphosphoinositol-pentakisphosphate kinase 1,VIP1_HUMAN,7,32233.17666428,323.3317666428,XO44,"nucleoplasm,cytosol,plasma membrane","inositol-1,3,4,5,6-pentakisphosphate kinase activity,inositol hexakisphosphate kinase activity,inositol heptakisphosphate kinase activity,inositol hexakisphosphate 5-kinase activity,ATP binding,diphosphoinositol-pentakisphosphate kinase activity,inositol hexakisphosphate 1-kinase activity,inositol hexakisphosphate 3-kinase activity,Requires Ontology","inositol metabolic process,phosphorylation,inositol phosphate biosynthetic process,inositol phosphate metabolic process",
XO44 / control,Q53H12,Q53H12,8.32292577808547,8.32292577808547,6.93224813992644E-06,5.08317633152501E-07,12,Q53H12,AGK,"Acylglycerol kinase, mitochondrial",AGK_HUMAN,21,31922.1369749014,320.221369749014,XO44,"mitochondrion,mitochondrial outer membrane,mitochondrial inner membrane,mitochondrial intermembrane space,cytosol,integral component of mitochondrial inner membrane,mitochondrial inner membrane protein insertion complex,intracellular membrane-bounded organelle","ceramide kinase activity,NAD+ kinase activity,diacylglycerol kinase activity,ATP binding,acylglycerol kinase activity","protein import into mitochondrial inner membrane,glycerophospholipid biosynthetic process,ceramide biosynthetic process,lipid phosphorylation",
XO44 / control,Q9NRA0,Q9NRA0,8.3191486304192,8.3191486304192,0.00280621653145687,7.46175146642074E-05,11,Q9NRA0,SPHK2,Sphingosine kinase 2,SPHK2_HUMAN,4,31838.4088544162,319.384088544162,XO44,"lysosomal membrane,cytosol,membrane,intracellular membrane-bounded organelle","NAD+ kinase activity,protein binding,ATP binding,sphinganine kinase activity,Ras GTPase binding,D-erythro-sphingosine kinase activity,sphingosine-1-phosphate receptor activity","blood vessel development,sphingosine-1-phosphate signaling pathway,sphinganine-1-phosphate biosynthetic process,brain development,female pregnancy,cell proliferation,positive regulation of cell proliferation,sphingolipid biosynthetic process,negative regulation of apoptotic process,sphingosine biosynthetic process,lipid phosphorylation",
XO44 / control,O60825,O60825,8.31474867369997,8.31474867369997,6.04117241792632E-06,4.65501496872779E-07,12,O60825,PFKFB2,"6-phosphofructo-2-kinase/fructose-2,6-bisphosphatase 2",F262_HUMAN,24,31741.15091802,318.4115091802,XO44,"nucleus,nucleoplasm,cytosol","6-phosphofructo-2-kinase activity,fructose-2,6-bisphosphate 2-phosphatase activity,protein binding,ATP binding,protein kinase binding","fructose metabolic process,fructose 2,6-bisphosphate metabolic process,glucose catabolic process,lactate metabolic process,glycolytic process,response to glucose,dephosphorylation,positive regulation of insulin secretion,positive regulation of glucokinase activity,positive regulation of glycolytic process,carbohydrate phosphorylation",
XO44 / control,Q9BTU6,Q9BTU6,8.30731594216671,8.30731594216671,7.90630681423559E-06,5.51759284057292E-07,12,Q9BTU6,PI4K2A,Phosphatidylinositol 4-kinase type 2-alpha,P4K2A_HUMAN,21,31577.5278967574,316.775278967574,XO44,"mitochondrion,lysosomal membrane,endosome,trans-Golgi network,cytosol,integral component of plasma membrane,membrane,cell junction,dendrite,synaptic vesicle membrane,intrinsic component of membrane,cytoplasmic vesicle,early endosome membrane,growing cell tip,presynaptic membrane,neuron projection,neuronal cell body,perikaryon,host cell presynaptic membrane,membrane raft,BLOC-1 complex,plasma membrane","magnesium ion binding,1-phosphatidylinositol 4-kinase activity,protein binding,ATP binding,AP-3 adaptor complex binding","basophil degranulation,phosphatidylinositol biosynthetic process,Golgi organization,endosome organization,phosphatidylinositol phosphorylation",
XO44 / control,Q9UJ70,Q9UJ70,8.30521068409009,8.30521068409009,6.40201757615964E-06,4.84461074202646E-07,12,Q9UJ70,NAGK,N-acetyl-D-glucosamine kinase,NAGK_HUMAN,12,31531.3360579648,316.313360579648,XO44,"cytosol,extracellular exosome","protein binding,ATP binding,N-acetylglucosamine kinase activity","N-acetylglucosamine metabolic process,UDP-N-acetylglucosamine biosynthetic process,N-acetylmannosamine metabolic process,N-acetylneuraminate catabolic process,carbohydrate phosphorylation",
XO44 / control,P32189,P32189,8.23478809787767,8.23478809787767,9.95837231677553E-06,6.38877948844588E-07,12,P32189,GK,Glycerol kinase,GLPK_HUMAN,22,30024.3874971244,301.243874971244,XO44,"mitochondrion,mitochondrial outer membrane,cytosol,extracellular exosome,cytoplasm","glycerol kinase activity,protein binding,ATP binding,phosphotransferase activity, alcohol group as acceptor","glycerol metabolic process,triglyceride metabolic process,phosphorylation,triglyceride biosynthetic process,glycerol catabolic process,glycerol-3-phosphate biosynthetic process",
XO44 / control,Q01813,Q01813,8.22512685912195,8.22512685912195,2.36455634933935E-05,1.12929031642134E-06,12,Q01813,PFKP,"ATP-dependent 6-phosphofructokinase, platelet type",PFKAP_HUMAN,43,29823.3286669015,299.233286669015,XO44,"nucleus,cytoplasm,cytosol,membrane,extracellular exosome","6-phosphofructokinase activity,ATP binding,cadherin binding,metal ion binding","fructose 6-phosphate metabolic process,canonical glycolysis,cellular response to leukemia inhibitory factor",
XO44 / control,Q16875,Q16875,8.22492730102272,8.22492730102272,0.000379266138911912,1.13396584923136E-05,12,Q16875,PFKFB3,"6-phosphofructo-2-kinase/fructose-2,6-bisphosphatase 3",F263_HUMAN,12,29819.1898645579,299.191898645579,XO44,"nucleoplasm,cytosol","6-phosphofructo-2-kinase activity,fructose-2,6-bisphosphate 2-phosphatase activity,ATP binding","fructose metabolic process,fructose 2,6-bisphosphate metabolic process,brain development,dephosphorylation,positive regulation of glycolytic process,carbohydrate phosphorylation",
XO44 / control,Q8TBX8,Q8TBX8,8.20944629154547,8.20944629154547,0.000129836864664862,4.39320680957503E-06,12,Q8TBX8,PIP4K2C,Phosphatidylinositol 5-phosphate 4-kinase type-2 gamma,PI42C_HUMAN,13,29499.8548602777,295.998548602777,XO44,"autophagosome,cytosol,membrane,extracellular exosome","ATP binding,1-phosphatidylinositol-5-phosphate 4-kinase activity,identical protein binding","phosphatidylinositol biosynthetic process,regulation of autophagy,regulation of phosphatidylinositol 3-kinase signaling,phosphatidylinositol phosphorylation,positive regulation of autophagosome assembly",
XO44 / control,P42336,P42336,8.19641684826802,8.19641684826802,0.000242509864991893,7.58710756556095E-06,12,P42336,PIK3CA,"Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit alpha isoform",PK3CA_HUMAN,8,29233.7325705451,293.337325705451,XO44,"cytoplasm,cytosol,plasma membrane,phosphatidylinositol 3-kinase complex,phosphatidylinositol 3-kinase complex, class IA,lamellipodium,membrane","protein serine/threonine kinase activity,protein binding,ATP binding,kinase activity,1-phosphatidylinositol-3-kinase activity,protein kinase activator activity,phosphatidylinositol 3-kinase activity,1-phosphatidylinositol-4-phosphate 3-kinase activity,insulin receptor substrate binding,phosphatidylinositol-4,5-bisphosphate 3-kinase activity,phosphatidylinositol kinase activity","angiogenesis,liver development,vasculature development,adaptive immune response,glucose metabolic process,protein phosphorylation,phosphatidylinositol biosynthetic process,inflammatory response,epidermal growth factor receptor signaling pathway,G-protein coupled receptor signaling pathway,axon guidance,regulation of gene expression,phosphatidylinositol 3-kinase signaling,negative regulation of macroautophagy,phosphorylation,cytokine-mediated signaling pathway,platelet activation,T cell costimulation,positive regulation of TOR signaling,activation of protein kinase activity,positive regulation of peptidyl-serine phosphorylation,phosphatidylinositol-3-phosphate biosynthetic process,insulin receptor signaling pathway via phosphatidylinositol 3-kinase,Fc-epsilon receptor signaling pathway,Fc-gamma receptor signaling pathway involved in phagocytosis,ERBB2 signaling pathway,regulation of multicellular organism growth,anoikis,regulation of cellular respiration,protein kinase B signaling,negative regulation of neuron apoptotic process,endothelial cell migration,hypomethylation of CpG island,innate immune response,phosphatidylinositol phosphorylation,vascular endothelial growth factor receptor signaling pathway,phosphatidylinositol-mediated signaling,T cell receptor signaling pathway,leukocyte migration,positive regulation of protein kinase B signaling,cardiac muscle contraction,cell chemotaxis,adipose tissue development,cellular response to glucose stimulus,energy homeostasis,negative regulation of fibroblast apoptotic process,regulation of genetic imprinting,negative regulation of anoikis,cell migration",
