HGNC ,Kinase Classification,Comparison (group1/group2),Group,ProteinGroups,AVG Log2 Ratio,Absolute AVG Log2 Ratio,Pvalue,Qvalue,# of Ratios,UniProtIds,Genes,ProteinDescriptions,ProteinNames,# Unique Total Peptides,% Change,Ratio,Condition Numerator,Condition Denominator,GO Cellular Component,GO Molecular Function,GO Biological Process
CDK4,CMGC,HeLa_XO44 / Hek293_XO44,P11802,P11802,-1.0267546948617572,1.0267546948617572,0.0210378344792419,0.0074507605024415,6,P11802,CDK4,Cyclin-dependent kinase 4,CDK4_HUMAN,16,-50.91870209780893,0.4908129790219106,HeLa_XO44,Hek293_XO44,"cyclin-dependent protein kinase holoenzyme complex,chromatin,nucleus,nucleoplasm,transcription factor complex,nucleolus,cytosol,bicellular tight junction,nuclear membrane,perinuclear region of cytoplasm,cyclin D2-CDK4 complex","cyclin-dependent protein serine/threonine kinase activity,protein binding,ATP binding,cyclin-dependent protein serine/threonine kinase regulator activity,cyclin binding","G1/S transition of mitotic cell cycle,lens development in camera-type eye,transcription initiation from RNA polymerase II promoter,protein phosphorylation,signal transduction,multicellular organism development,circadian rhythm,positive regulation of cell proliferation,response to toxic substance,response to organic substance,response to lead ion,regulation of gene expression,positive regulation of G2/M transition of mitotic cell cycle,animal organ regeneration,negative regulation of cyclin-dependent protein serine/threonine kinase activity involved in G1/S transition of mitotic cell cycle,cellular response to insulin stimulus,response to testosterone,regulation of multicellular organism growth,response to drug,positive regulation of apoptotic process,positive regulation of translation,positive regulation of cell cycle,positive regulation of cell size,regulation of insulin receptor signaling pathway,regulation of lipid biosynthetic process,positive regulation of fibroblast proliferation,regulation of lipid catabolic process,cell division,response to hyperoxia,adipose tissue development,negative regulation of cell cycle arrest,cellular response to lipopolysaccharide,cellular response to interleukin-4,cellular response to phorbol 13-acetate 12-myristate,cellular response to ionomycin"
CDK7,CMGC,HeLa_XO44 / Hek293_XO44,P50613,P50613,-1.0282270019224484,1.0282270019224484,0.0027782360888644,0.0047730276111831,6,P50613,CDK7,Cyclin-dependent kinase 7,CDK7_HUMAN,16,-50.968765263590754,0.4903123473640925,HeLa_XO44,Hek293_XO44,"nucleus,nucleoplasm,holo TFIIH complex,cytoplasm,cyclin-dependent protein kinase activating kinase holoenzyme complex,perinuclear region of cytoplasm,TFIIK complex","transcription coactivator activity,protein kinase activity,protein serine/threonine kinase activity,cyclin-dependent protein serine/threonine kinase activity,protein binding,ATP binding,protein C-terminus binding,DNA-dependent ATPase activity,RNA polymerase II carboxy-terminal domain kinase activity,kinase activity,androgen receptor binding","regulation of cyclin-dependent protein serine/threonine kinase activity,G1/S transition of mitotic cell cycle,G2/M transition of mitotic cell cycle,transcription-coupled nucleotide-excision repair,nucleotide-excision repair, preincision complex assembly,transcription initiation from RNA polymerase I promoter,transcription elongation from RNA polymerase I promoter,termination of RNA polymerase I transcription,transcription from RNA polymerase II promoter,transcription initiation from RNA polymerase II promoter,transcription elongation from RNA polymerase II promoter,7-methylguanosine mRNA capping,protein phosphorylation,cell cycle arrest,cell proliferation,androgen receptor signaling pathway,snRNA transcription from RNA polymerase II promoter,positive regulation of transcription, DNA-templated,positive regulation of transcription from RNA polymerase II promoter,protein stabilization,cell division"
,,HeLa_XO44 / Hek293_XO44,Q9UMX5,Q9UMX5,-1.0286955716885446,1.0286955716885446,0.0180212921880518,0.0069711282779128,6,Q9UMX5,NENF,Neudesin,NENF_HUMAN,5,-50.984687425251465,0.4901531257474854,HeLa_XO44,Hek293_XO44,"extracellular space,nucleus,nucleoplasm,endomembrane system,membrane","growth factor activity,metal ion binding","regulation of receptor activity,negative regulation of appetite,positive regulation of MAPK cascade"
,,HeLa_XO44 / Hek293_XO44,Q7Z3T8,Q7Z3T8,-1.028811145427697,1.028811145427697,0.0030963552965343,0.0047730276111831,6,Q7Z3T8,ZFYVE16,Zinc finger FYVE domain-containing protein 16,ZFY16_HUMAN,30,-50.98861386562154,0.4901138613437846,HeLa_XO44,Hek293_XO44,"early endosome,cytosol,early endosome membrane,intracellular membrane-bounded organelle,lysosomal membrane","protein binding,1-phosphatidylinositol binding,phosphatidylinositol-3,4,5-trisphosphate binding,protein transporter activity,metal ion binding","protein targeting to lysosome,signal transduction,vesicle organization,endosomal transport,regulation of endocytosis,BMP signaling pathway,protein transport,intracellular protein transport"
,,HeLa_XO44 / Hek293_XO44,Q92522,Q92522,-1.0296081144863565,1.0296081144863565,0.0184734714048747,0.0070245816935468,6,Q92522,H1-10,Histone H1.10,H1X_HUMAN,5,-51.0156811045704,0.489843188954296,HeLa_XO44,Hek293_XO44,"nucleosome,nucleus,nucleolus","DNA binding,RNA binding,cadherin binding",nucleosome assembly
MARK3,CAMK,HeLa_XO44 / Hek293_XO44,P27448,P27448,-1.030017258709346,1.030017258709346,0.0029698314672678,0.0047730276111831,6,P27448,MARK3,MAP/microtubule affinity-regulating kinase 3,MARK3_HUMAN,36,-51.02957094886607,0.4897042905113393,HeLa_XO44,Hek293_XO44,"cytosol,plasma membrane,extracellular exosome","protein serine/threonine kinase activity,protein binding,ATP binding","MAPK cascade,microtubule cytoskeleton organization,establishment of cell polarity,negative regulation of hippo signaling"
,,HeLa_XO44 / Hek293_XO44,Q9NRG7,Q9NRG7,-1.0303236619042238,1.0303236619042238,0.0001409904590371,0.0017674048597744,6,Q9NRG7,SDR39U1,Epimerase family protein SDR39U1,D39U1_HUMAN,5,-51.03997030717527,0.4896002969282474,HeLa_XO44,Hek293_XO44,nucleus,oxidoreductase activity,oxidation-reduction process
,,HeLa_XO44 / Hek293_XO44,Q13393,Q13393,-1.0311532761972604,1.0311532761972604,0.00582849465001,0.0049697910775805,6,Q13393,PLD1,Phospholipase D1,PLD1_HUMAN,17,-51.06811642464303,0.4893188357535697,HeLa_XO44,Hek293_XO44,"Golgi membrane,lysosomal membrane,endosome,endoplasmic reticulum membrane,Golgi apparatus,plasma membrane,membrane,apical plasma membrane,endocytic vesicle,late endosome membrane,specific granule membrane,perinuclear region of cytoplasm,tertiary granule membrane","phospholipase D activity,protein binding,phosphatidylinositol binding,N-acylphosphatidylethanolamine-specific phospholipase D activity","phosphatidic acid biosynthetic process,chemotaxis,small GTPase mediated signal transduction,Ras protein signal transduction,lipid catabolic process,regulation of microvillus assembly,neutrophil degranulation,inositol lipid-mediated signaling,cell motility"
,,HeLa_XO44 / Hek293_XO44,Q7Z401,Q7Z401,-1.032298149270448,1.032298149270448,0.0138529926304703,0.0064308531251833,6,Q7Z401,DENND4A,C-myc promoter-binding protein,MYCPP_HUMAN,35,-51.10693167813088,0.4889306832186912,HeLa_XO44,Hek293_XO44,"nucleus,cytosol","DNA binding,protein binding,Rab guanyl-nucleotide exchange factor activity","transcription, DNA-templated,regulation of transcription, DNA-templated,regulation of molecular function"
,,HeLa_XO44 / Hek293_XO44,Q6IC98,Q6IC98,-1.033503265090962,1.033503265090962,0.0159593267382771,0.006687314810417,6,Q6IC98,GRAMD4,GRAM domain-containing protein 4,GRAM4_HUMAN,7,-51.14775611154811,0.4885224388845188,HeLa_XO44,Hek293_XO44,"mitochondrion,integral component of membrane,mitochondrial membrane",molecular_function,"apoptotic process,positive regulation of cysteine-type endopeptidase activity involved in apoptotic process"
,,HeLa_XO44 / Hek293_XO44,O00154,O00154,-1.0365905192256484,1.0365905192256484,0.0031119323042821,0.0047730276111831,6,O00154,ACOT7,Cytosolic acyl coenzyme A thioester hydrolase,BACH_HUMAN,16,-51.252184304607695,0.4874781569539231,HeLa_XO44,Hek293_XO44,"nucleoplasm,mitochondrion,cytosol,extracellular exosome","fatty-acyl-CoA binding,protein binding,palmitoyl-CoA hydrolase activity,long-chain fatty acyl-CoA binding,protein homodimerization activity,acyl-CoA hydrolase activity,carboxylic ester hydrolase activity,Requires Ontology","acyl-CoA metabolic process,coenzyme A biosynthetic process,medium-chain fatty-acyl-CoA catabolic process,long-chain fatty-acyl-CoA catabolic process,medium-chain fatty acid biosynthetic process,palmitic acid biosynthetic process,fatty acid metabolic process"
,,HeLa_XO44 / Hek293_XO44,P22830,P22830,-1.0367959611925297,1.0367959611925297,0.0127672446076303,0.0062884247809067,6,P22830,FECH,"Ferrochelatase, mitochondrial",HEMH_HUMAN,12,-51.25912557342952,0.4874087442657048,HeLa_XO44,Hek293_XO44,"mitochondrion,mitochondrial inner membrane,mitochondrial matrix","ferrochelatase activity,protein binding,ferrous iron binding,2 iron, 2 sulfur cluster binding","generation of precursor metabolites and energy,heme biosynthetic process,response to light stimulus,response to lead ion,response to insecticide,response to ethanol,protoporphyrinogen IX metabolic process,response to arsenic-containing substance,response to methylmercury,response to platinum ion,cellular response to dexamethasone stimulus"
,,HeLa_XO44 / Hek293_XO44,P00374,P00374,-1.0369389573053225,1.0369389573053225,0.002976624205602,0.0047730276111831,6,P00374,DHFR,Dihydrofolate reductase,DYR_HUMAN,9,-51.26395640044365,0.4873604359955635,HeLa_XO44,Hek293_XO44,"cellular_component,mitochondrion,cytosol","translation repressor activity, nucleic acid binding,mRNA binding,dihydrofolate reductase activity,folic acid binding,drug binding,folate reductase activity,methotrexate binding,NADPH binding,sequence-specific mRNA binding,NADP binding","regulation of transcription involved in G1/S transition of mitotic cell cycle,tetrahydrobiopterin biosynthetic process,one-carbon metabolic process,negative regulation of translation,axon regeneration,response to methotrexate,dihydrofolate metabolic process,tetrahydrofolate metabolic process,tetrahydrofolate biosynthetic process,folic acid metabolic process,positive regulation of nitric-oxide synthase activity,oxidation-reduction process,regulation of removal of superoxide radicals"
,,HeLa_XO44 / Hek293_XO44,Q9Y3Z3,Q9Y3Z3,-1.038226448746746,1.038226448746746,0.0078053210256819,0.0053854781602067,6,Q9Y3Z3,SAMHD1,Deoxynucleoside triphosphate triphosphohydrolase SAMHD1,SAMH1_HUMAN,31,-51.30743007096568,0.4869256992903432,HeLa_XO44,Hek293_XO44,"intracellular,nucleus,nucleoplasm,plasma membrane","nucleic acid binding,RNA binding,ribonuclease activity,protein binding,zinc ion binding,dGTPase activity,triphosphoric monoester hydrolase activity,dGTP binding,identical protein binding","dGTP catabolic process,immune response,deoxyribonucleotide catabolic process,regulation of innate immune response,dATP catabolic process,protein homotetramerization,defense response to virus,type I interferon signaling pathway,RNA phosphodiester bond hydrolysis"
,,HeLa_XO44 / Hek293_XO44,P78356,P78356,-1.039539368675741,1.039539368675741,0.0286759818352526,0.0088410714207409,6,P78356,PIP4K2B,Phosphatidylinositol 5-phosphate 4-kinase type-2 beta,PI42B_HUMAN,14,-51.35172242872185,0.4864827757127815,HeLa_XO44,Hek293_XO44,"nucleoplasm,autophagosome,endoplasmic reticulum membrane,cytosol,plasma membrane","receptor signaling protein activity,protein binding,ATP binding,1-phosphatidylinositol-4-phosphate 5-kinase activity,1-phosphatidylinositol-5-phosphate 4-kinase activity,protein homodimerization activity,1-phosphatidylinositol-3-phosphate 4-kinase activity","phospholipid metabolic process,phosphatidylinositol biosynthetic process,cell surface receptor signaling pathway,regulation of autophagy,regulation of phosphatidylinositol 3-kinase signaling,phosphatidylinositol phosphorylation,positive regulation of autophagosome assembly"
,,HeLa_XO44 / Hek293_XO44,Q9Y4I1,Q9Y4I1,-1.0402043568680968,1.0402043568680968,0.0028962379609348,0.0047730276111831,6,Q9Y4I1,MYO5A,Unconventional myosin-Va,MYO5A_HUMAN,47,-51.3741409403624,0.486258590596376,HeLa_XO44,Hek293_XO44,"ruffle,photoreceptor outer segment,cytoplasm,Golgi apparatus,cytosol,intermediate filament,membrane,unconventional myosin complex,growth cone,filopodium tip,insulin-responsive compartment,microtubule plus-end,melanosome,actomyosin,neuron projection,neuronal cell body,extracellular exosome,lysosome,early endosome,late endosome,peroxisome,endoplasmic reticulum,actin filament,vesicle,recycling endosome","microfilament motor activity,RNA binding,microtubule motor activity,calcium ion binding,protein binding,calmodulin binding,ATP binding,microtubule binding,Rab GTPase binding,identical protein binding,actin filament binding,disordered domain specific binding","exocytosis,post-Golgi vesicle-mediated transport,microtubule-based movement,chemical synaptic transmission,visual perception,vesicle-mediated transport,actin filament-based movement,vesicle transport along actin filament,insulin secretion,melanocyte differentiation,regulation of inositol 1,4,5-trisphosphate-sensitive calcium-release channel activity,locomotion involved in locomotory behavior,secretory granule localization,melanosome transport,cellular response to insulin stimulus,melanin biosynthetic process,odontogenesis,myelination,long-chain fatty acid biosynthetic process,hair follicle maturation,synapse organization,protein localization to plasma membrane,Requires Ontology,regulation of Golgi organization"
,,HeLa_XO44 / Hek293_XO44,Q07075,Q07075,-1.0406039251384829,1.0406039251384829,0.0196850076347214,0.0072223375511017,6,Q07075,ENPEP,Glutamyl aminopeptidase,AMPE_HUMAN,10,-51.38760647502186,0.4861239352497813,HeLa_XO44,Hek293_XO44,"lysosomal membrane,plasma membrane,integral component of plasma membrane,brush border,external side of plasma membrane,apical plasma membrane,cytoplasmic vesicle,apical part of cell,extracellular exosome,cytoplasm","aminopeptidase activity,metallopeptidase activity,zinc ion binding,peptide binding,metalloaminopeptidase activity","angiogenesis,angiotensin maturation,angiotensin catabolic process in blood,regulation of systemic arterial blood pressure by renin-angiotensin,cell-cell signaling,cell proliferation,cell migration,glomerulus development,peptide catabolic process,proteolysis,regulation of blood pressure"
,,HeLa_XO44 / Hek293_XO44,Q14571,Q14571,-1.0415522508473884,1.0415522508473884,0.005902188947579,0.0049770749493894,6,Q14571,ITPR2,"Inositol 1,4,5-trisphosphate receptor type 2",ITPR2_HUMAN,46,-51.41955032524552,0.4858044967475447,HeLa_XO44,Hek293_XO44,"nucleus,endoplasmic reticulum,endoplasmic reticulum membrane,plasma membrane,cell cortex,membrane,integral component of membrane,platelet dense tubular network membrane,sarcoplasmic reticulum membrane,receptor complex,cytoplasmic vesicle membrane,secretory granule membrane,sarcoplasmic reticulum","inositol 1,4,5-trisphosphate-sensitive calcium-release channel activity,calcium ion binding,protein binding,calcium ion transmembrane transporter activity,phosphatidylinositol binding,inositol 1,4,5 trisphosphate binding,scaffold protein binding","response to hypoxia,signal transduction,platelet activation,inositol phosphate-mediated signaling,regulation of insulin secretion,release of sequestered calcium ion into cytosol,cellular response to cAMP,cellular response to ethanol,regulation of cardiac conduction"
