Kinase Classification,Comparison (group1/group2),Group,ProteinGroups,AVG Log2 Ratio,Absolute AVG Log2 Ratio,Pvalue,Qvalue,# of Ratios,UniProtIds,Genes,ProteinDescriptions,ProteinNames,# Unique Total Peptides,% Change,Ratio,Condition Numerator,Condition Denominator,GO Cellular Component,GO Molecular Function,GO Biological Process
,HeLa_XO44 / HeLa_control,Q9Y3D8,Q9Y3D8,4.2685904756299,4.2685904756299,0.0250723434414429,0.0081423251934192,6,Q9Y3D8,AK6,Adenylate kinase isoenzyme 6,KAD6_HUMAN,5,1827.40851087522,19.2740851087522,HeLa_XO44,HeLa_control,"nucleoplasm,cytoplasm,cytosol,Cajal body,membrane,nucleolus","adenylate kinase activity,protein binding,ATP binding,nucleoside phosphate kinase activity","nucleobase-containing small molecule interconversion,nucleotide phosphorylation,nucleoside monophosphate phosphorylation"
,HeLa_XO44 / HeLa_control,Q92667,Q92667,3.93135492764914,3.93135492764914,0.018759961795568,0.0070655851714822,6,Q92667,AKAP1,"A-kinase anchor protein 1, mitochondrial",AKAP1_HUMAN,24,1425.65296301173,15.2565296301173,HeLa_XO44,HeLa_control,"mitochondrion,mitochondrial outer membrane,cytosol,membrane,integral component of membrane","RNA binding,protein binding,protein kinase A regulatory subunit binding","blood coagulation,regulation of protein kinase A signaling"
,HeLa_XO44 / HeLa_control,O43572,O43572,3.83267916396334,3.83267916396334,0.0304698247417136,0.0092030394097792,6,O43572,AKAP10,"A-kinase anchor protein 10, mitochondrial",AKA10_HUMAN,9,1324.79175115095,14.2479175115095,HeLa_XO44,HeLa_control,"mitochondrion,cytosol,plasma membrane,macromolecular complex","protein binding,protein kinase A binding","signal transduction,blood coagulation,protein localization"
,HeLa_XO44 / HeLa_control,Q9UKA4,Q9UKA4,3.07768357532252,3.07768357532252,0.006446605928173,0.0050954743632523,6,Q9UKA4,AKAP11,A-kinase anchor protein 11,AKA11_HUMAN,29,744.257783694052,8.44257783694052,HeLa_XO44,HeLa_control,"nucleolus,peroxisome,microtubule organizing center,cytosol,plasma membrane,cytoplasm","protein binding,protein phosphatase 1 binding,protein kinase A binding","regulation of protein kinase A signaling,intracellular signal transduction,movement of cell or subcellular component"
,HeLa_XO44 / HeLa_control,Q02952,Q02952,3.4936694213187,3.4936694213187,0.0204818474233993,0.0073515872634995,6,Q02952,AKAP12,A-kinase anchor protein 12,AKA12_HUMAN,41,1026.41724506805,11.2641724506805,HeLa_XO44,HeLa_control,"cytoplasm,cytosol,cytoskeleton,plasma membrane,focal adhesion,cell cortex","protein binding,adenylate cyclase binding,protein kinase A binding","protein targeting,G-protein coupled receptor signaling pathway,adenylate cyclase-inhibiting G-protein coupled receptor signaling pathway,regulation of protein kinase A signaling,positive regulation of protein kinase A signaling,regulation of protein kinase C signaling"
,HeLa_XO44 / HeLa_control,Q12802,Q12802,3.13323045941731,3.13323045941731,0.0155804722585059,0.0066325643763893,6,Q12802,AKAP13,A-kinase anchor protein 13,AKP13_HUMAN,38,777.397417153718,8.77397417153718,HeLa_XO44,HeLa_control,"nucleus,cytosol,actin filament,cell cortex,membrane,perinuclear region of cytoplasm,cortical actin cytoskeleton","cAMP-dependent protein kinase activity,signal transducer activity,MAP-kinase scaffold activity,guanyl-nucleotide exchange factor activity,Rho guanyl-nucleotide exchange factor activity,protein binding,Rho GTPase binding,protein complex scaffold,metal ion binding,protein kinase A binding","protein phosphorylation,G-protein coupled receptor signaling pathway,heart development,regulation of cardiac muscle hypertrophy,positive regulation of Rho protein signal transduction,positive regulation of apoptotic process,positive regulation of I-kappaB kinase/NF-kappaB signaling,positive regulation of MAP kinase activity,regulation of small GTPase mediated signal transduction,nuclear export,cardiac muscle cell differentiation,regulation of sarcomere organization,bone development,adrenergic receptor signaling pathway,adrenergic receptor signaling pathway involved in heart process,regulation of glucocorticoid mediated signaling pathway"
,HeLa_XO44 / HeLa_control,Q02040,Q02040,3.22307780786612,3.22307780786612,0.0116303117121142,0.006123748446302,6,Q02040,AKAP17A,A-kinase anchor protein 17A,AK17A_HUMAN,18,833.776840832307,9.33776840832307,HeLa_XO44,HeLa_control,"nucleus,spliceosomal complex,cytosol,nuclear speck","RNA binding,protein binding,protein kinase A binding","regulation of transcription, DNA-templated,mRNA processing,signal transduction,RNA splicing,B cell activation,regulation of RNA splicing"
,HeLa_XO44 / HeLa_control,O43823,O43823,5.43938652004174,5.43938652004174,0.0104768767042528,0.0059257779450662,6,O43823,AKAP8,A-kinase anchor protein 8,AKAP8_HUMAN,24,4239.28825165453,43.3928825165453,HeLa_XO44,HeLa_control,"condensed chromosome,female pronucleus,nucleus,nucleoplasm,nucleolus,mitochondrion,Golgi apparatus,membrane,nuclear matrix","double-stranded DNA binding,RNA binding,protein binding,zinc ion binding,protein kinase A regulatory subunit binding,histone deacetylase binding,NF-kappaB binding,DEAD/H-box RNA helicase binding","mitotic cell cycle,transcription, DNA-templated,regulation of transcription, DNA-templated,mitotic chromosome condensation,signal transduction,protein transport,positive regulation of histone deacetylation,negative regulation of tumor necrosis factor production,regulation of histone phosphorylation,cell cycle G2/M phase transition,innate immune response,cellular response to lipopolysaccharide,cellular response to prostaglandin E stimulus"
,HeLa_XO44 / HeLa_control,Q9ULX6,Q9ULX6,6.04723996374286,6.04723996374286,0.0118385973136207,0.006161382672487,6,Q9ULX6,AKAP8L,A-kinase anchor protein 8-like,AKP8L_HUMAN,20,6513.03193657673,66.1303193657673,HeLa_XO44,HeLa_control,"chromatin,nucleus,cytoplasm,nuclear matrix,PML body,nuclear speck,intracellular ribonucleoprotein complex","DNA binding,RNA binding,protein binding,lamin binding,DEAD/H-box RNA helicase binding,protein kinase A regulatory subunit binding,histone deacetylase binding,metal ion binding","transcription, DNA-templated,mRNA processing,mitotic chromosome condensation,RNA splicing,regulation of mRNA export from nucleus,positive regulation of histone deacetylation,regulation of histone phosphorylation,cell cycle G2/M phase transition,positive regulation of transcription from RNA polymerase II promoter,nuclear envelope disassembly"
,HeLa_XO44 / HeLa_control,Q99996,Q99996,3.73523181405026,3.73523181405026,0.0172352770686212,0.0068582277268163,6,Q99996,AKAP9,A-kinase anchor protein 9,AKAP9_HUMAN,112,1231.73194270807,13.3173194270807,HeLa_XO44,HeLa_control,"Golgi apparatus,Golgi stack,cis-Golgi network,centrosome,cytosol,cytoskeleton,voltage-gated potassium channel complex,neuronal cell body,intracellular membrane-bounded organelle,dendritic branch,synaptic membrane","DNA binding,Ras guanyl-nucleotide exchange factor activity,receptor binding,protein binding,potassium channel regulator activity,protein complex scaffold,protein kinase A regulatory subunit binding,ion channel binding","G2/M transition of mitotic cell cycle,MAPK cascade,microtubule nucleation,signal transduction,negative regulation of adenylate cyclase activity,chemical synaptic transmission,regulation of G2/M transition of mitotic cell cycle,positive regulation of microtubule polymerization,positive regulation of peptidyl-serine phosphorylation,response to electrical stimulus,maintenance of centrosome location,regulation of membrane repolarization,regulation of ventricular cardiac muscle cell membrane repolarization,cardiac conduction,cellular response to cAMP,regulation of heart rate by cardiac conduction,ciliary basal body docking,regulation of cardiac muscle cell action potential involved in regulation of contraction,positive regulation of potassium ion transmembrane transporter activity,regulation of Golgi organization"
,HeLa_XO44 / HeLa_control,P35790,P35790,3.88661457652755,3.88661457652755,0.0175960660576157,0.0069097402802151,6,P35790,CHKA,Choline kinase alpha,CHKA_HUMAN,7,1379.06605201839,14.7906605201839,HeLa_XO44,HeLa_control,cytosol,"choline kinase activity,cholinesterase activity,ethanolamine kinase activity,signal transducer activity,ATP binding,drug binding,choline binding,protein homodimerization activity","ethanolamine metabolic process,lipid metabolic process,phosphatidylethanolamine biosynthetic process,phosphatidylcholine biosynthetic process,CDP-choline pathway,lipid transport,signal transduction,response to toxic substance,phosphorylation,choline metabolic process,response to 3-methylcholanthrene"
,HeLa_XO44 / HeLa_control,Q9UPZ9,Q9UPZ9,3.93790481221817,3.93790481221817,0.0050013276617782,0.0048531967833839,6,Q9UPZ9,CILK1,Serine/threonine-protein kinase ICK,CILK1_HUMAN,10,1432.59522650136,15.3259522650136,HeLa_XO44,HeLa_control,"fibrillar center,nucleus,cytoplasm,cytosol,cilium,ciliary basal body,ciliary tip,ciliary base","magnesium ion binding,protein serine/threonine kinase activity,protein binding,ATP binding","protein phosphorylation,signal transduction,multicellular organism development,regulation of gene expression,intracellular signal transduction,intraciliary anterograde transport,intraciliary retrograde transport,intraciliary transport,cilium morphogenesis"
,HeLa_XO44 / HeLa_control,P12277,P12277,3.64240402729996,3.64240402729996,0.030328385477218,0.0091741302837241,6,P12277,CKB,Creatine kinase B-type,KCRB_HUMAN,25,1148.74243011104,12.4874243011104,HeLa_XO44,HeLa_control,"extracellular space,nucleus,mitochondrion,cytosol,dendrite,neuronal cell body,myelin sheath,extracellular exosome","creatine kinase activity,protein binding,ATP binding,ubiquitin protein ligase binding","creatine metabolic process,phosphorylation,cerebellum development,substantia nigra development,cellular chloride ion homeostasis"
,HeLa_XO44 / HeLa_control,P12532,P12532,2.8697886476742,2.8697886476742,0.0006875937601883,0.0037582367251227,6,P12532,CKMT1A,"Creatine kinase U-type, mitochondrial",KCRU_HUMAN,13,630.958068247809,7.30958068247809,HeLa_XO44,HeLa_control,"mitochondrion,mitochondrial inner membrane,extracellular exosome","creatine kinase activity,ATP binding","creatine metabolic process,phosphorylation"
,HeLa_XO44 / HeLa_control,Q92989,Q92989,4.40188010790953,4.40188010790953,0.0160564113625869,0.0067001491334977,6,Q92989,CLP1,Polyribonucleotide 5'-hydroxyl-kinase Clp1,CLP1_HUMAN,6,2013.96576514291,21.1396576514291,HeLa_XO44,HeLa_control,"tRNA-intron endonuclease complex,nucleus,nucleoplasm,cytosol,mRNA cleavage factor complex","ATP binding,ATP-dependent polydeoxyribonucleotide 5'-hydroxyl-kinase activity,polydeoxyribonucleotide kinase activity,ATP-dependent polyribonucleotide 5'-hydroxyl-kinase activity,polynucleotide 5'-hydroxyl-kinase activity","mRNA splicing, via spliceosome,termination of RNA polymerase II transcription,mRNA polyadenylation,mRNA cleavage,tRNA splicing, via endonucleolytic cleavage and ligation,phosphorylation,cerebellar cortex development,targeting of mRNA for destruction involved in RNA interference,mRNA 3'-end processing,siRNA loading onto RISC involved in RNA interference,RNA processing"
,HeLa_XO44 / HeLa_control,P30085,P30085,4.40493269038913,4.40493269038913,0.0147813366104464,0.006531464877724,6,P30085,CMPK1,UMP-CMP kinase,KCY_HUMAN,7,2018.44341736002,21.1844341736002,HeLa_XO44,HeLa_control,"nucleus,nucleolus,cytoplasm,cytosol,extracellular exosome","cytidylate kinase activity,nucleoside diphosphate kinase activity,uridine kinase activity,ATP binding,uridylate kinase activity,nucleoside phosphate kinase activity","nucleoside diphosphate phosphorylation,'de novo' pyrimidine nucleobase biosynthetic process,UMP biosynthetic process,nucleoside triphosphate biosynthetic process,pyrimidine ribonucleotide biosynthetic process,nucleobase-containing small molecule interconversion,nucleoside monophosphate phosphorylation"
,HeLa_XO44 / HeLa_control,P67870,P67870,4.50815716659779,4.50815716659779,0.0113040480017232,0.0060680182262125,6,P67870,CSNK2B,Casein kinase II subunit beta,CSK2B_HUMAN,6,2175.57174327647,22.7557174327647,HeLa_XO44,HeLa_control,"chromatin,extracellular region,nucleus,nucleoplasm,cytoplasm,cytosol,cilium,protein kinase CK2 complex,nuclear matrix,secretory granule lumen,extracellular exosome,ficolin-1-rich granule lumen,plasma membrane,PcG protein complex","chromatin binding,protein serine/threonine kinase activity,receptor binding,protein binding,transcription factor binding,protein kinase regulator activity,protein domain specific binding,identical protein binding,ribonucleoprotein complex binding,metal ion binding","protein folding,phosphatidylcholine biosynthetic process,signal transduction,negative regulation of cell proliferation,positive regulation of pathway-restricted SMAD protein phosphorylation,Wnt signaling pathway,macroautophagy,peptidyl-threonine phosphorylation,positive regulation of activin receptor signaling pathway,adiponectin-activated signaling pathway,response to testosterone,cellular macromolecular complex assembly,neutrophil degranulation,negative regulation of blood vessel endothelial cell migration,regulation of protein kinase activity,regulation of DNA binding,endothelial tube morphogenesis,liver regeneration,regulation of signal transduction by p53 class mediator"
